rolling_weighted_median,rolling_volatility,posting_frequency,cluster_entropy,cluster_id,posting_time_bucket,content_quality,survived,account_id,follower_count,timestamp,reach_24h,cluster_tier,likes,comments,likes_1h,likes_3h,likes_6h,comments_1h,comments_3h,comments_6h
3304.224671651013,0.0,1.0,0.0,16,3,0.2872209981493819,0,36,8920,2024-01-02 20:00:00,82.3923411452612,medium,4,0,0,2,4,0,0,0
1045.9060453416052,0.0,1.0,0.0,15,3,1.0,1,8,20635,2024-01-02 20:00:00,3297.404879708885,medium,238,96,68,147,264,32,62,87
53218.97002434412,0.0,0.0,0.0,0,3,0.3326549707445328,0,77,62931,2024-01-02 20:00:00,4112.781495392337,strong,605,161,154,404,530,45,115,136
480.65745230531564,0.0,0.0,0.0,11,3,0.4457057952438003,1,146,20906,2024-01-02 20:00:00,1599.1208715960313,weak,41,20,5,22,30,4,6,10
4634.288593840898,0.0,0.0,0.0,18,3,0.07963102939218841,1,135,149819,2024-01-02 20:00:00,14473.25340436932,strong,644,129,191,548,639,35,75,109
18190.07926347152,0.0,0.0,0.0,18,3,0.5299480501412389,1,163,187150,2024-01-02 20:00:00,22767.956076705243,strong,1003,207,455,836,836,55,135,214
24325.912038057246,0.0,0.0,0.0,11,3,0.681812562256907,0,26,75760,2024-01-03 18:00:00,287.0449707144702,weak,9,3,2,3,7,0,1,2
1437.6937827320496,0.0,0.0,0.0,15,3,0.6613961420465492,1,32,21334,2024-01-03 18:00:00,14508.339293203404,medium,1345,336,290,677,1092,45,208,215
1676.1126090218918,0.0,1.0,0.0,0,3,0.9581371500691354,1,17,31057,2024-01-03 18:00:00,3465.9860940824897,strong,441,105,142,269,375,45,67,114
11809.833411292922,0.0,0.0,0.0,4,3,0.6649400877563053,1,84,124910,2024-01-03 18:00:00,37860.78036569302,weak,1049,205,169,435,553,39,72,176
73835.31623160472,0.0,0.0,0.0,12,3,0.5724042514463925,0,89,94968,2024-01-03 18:00:00,9321.213733592218,medium,513,160,121,329,388,29,124,124
10605.380481452123,0.0,0.0,0.0,4,3,0.2339829411638144,0,97,26643,2024-01-03 18:00:00,2262.5489844754425,weak,71,12,10,24,42,2,5,8
712.3457569712021,0.0,1.0,0.0,8,3,0.5742814766268806,1,4,115387,2024-01-03 18:00:00,44703.48406745147,weak,2002,276,249,810,810,19,78,158
4212.683450717639,0.0,1.0,0.0,11,3,0.5902924482559707,1,161,128034,2024-01-03 18:00:00,46704.20404502159,weak,1240,600,344,679,967,85,287,565
3297.404879708885,0.0,0.0,0.0,15,3,0.4468181570738934,0,121,133390,2024-01-03 18:00:00,2346.4551378205,medium,162,58,34,89,159,27,29,50
8348.49863733189,195.89386869522218,2.0,0.6931471803599453,11,3,1.0,0,123,15688,2024-01-03 18:00:00,2736.457727571308,weak,79,38,6,21,36,3,8,21
2872.980203549251,0.0,0.0,0.0,8,3,0.01,0,154,22646,2024-01-03 18:00:00,78.65202977567047,weak,3,0,0,0,2,0,0,0
36528.21840950957,0.0,0.0,0.0,9,3,0.9216713003298688,1,175,217859,2024-01-03 18:00:00,106653.70214247178,weak,5155,781,759,2390,4251,228,367,659
19094.052510608333,0.0,1.0,0.0,13,3,0.614809001951294,1,198,103349,2024-01-03 18:00:00,28991.223947001297,weak,2181,325,417,1142,1417,48,114,237
88185.21859039002,0.0,0.0,0.0,17,3,0.3281907986064324,0,188,34932,2024-01-03 18:00:00,1501.7431182332098,medium,71,9,25,39,55,2,6,8
4126.221053808849,0.0,1.0,0.0,4,3,0.4657402126661018,1,19,110788,2024-01-04 20:00:00,23619.732802584087,weak,728,180,123,323,642,66,79,123
6327.892246942164,0.0,1.0,0.0,13,3,0.46870051770427135,0,3,88650,2024-01-04 20:00:00,3882.9951485212923,weak,302,34,66,116,181,4,16,19
16.803226438776786,0.0,1.0,0.0,13,3,0.552463221595304,1,13,18878,2024-01-04 20:00:00,1267.4697985573625,weak,107,14,11,26,62,2,3,5
769.3116175117075,0.0,1.0,0.0,16,3,0.8761258578703245,1,59,210451,2024-01-04 20:00:00,48648.46308844096,medium,2728,401,877,1015,1861,98,206,336
2036.5795252333357,0.0,0.0,0.0,12,3,0.620813094044045,0,60,42549,2024-01-04 20:00:00,1501.0696687140908,medium,64,26,14,31,59,12,12,26
5300.870793927448,0.0,0.0,0.0,17,3,0.6968695631806039,0,57,20111,2024-01-04 20:00:00,3210.897081387123,medium,147,19,34,112,125,5,9,10
1599.1208715960313,0.0,1.0,0.0,15,3,0.4766131057766375,1,61,70457,2024-01-04 20:00:00,15035.016778542324,medium,1118,389,254,763,940,92,216,309
22767.956076705243,0.0,0.0,0.0,3,3,0.8690352255045025,0,33,21291,2024-01-04 20:00:00,11680.748788211182,strong,845,140,191,574,778,18,90,106
9686.143625372362,0.0,0.0,0.0,5,3,0.9059432531028533,1,43,18942,2024-01-04 20:00:00,12467.744279580977,medium,627,319,247,396,417,68,146,302
849.5695178759454,0.0,1.0,0.0,12,3,0.2915697769084163,1,1,53246,2024-01-04 20:00:00,3831.3518345260272,medium,166,73,51,112,124,16,64,64
78.65202977567047,0.0,0.0,0.0,15,3,0.8402165550528754,1,31,9341,2024-01-04 20:00:00,4503.386417347033,medium,356,116,111,248,272,39,65,105
15412.009497376019,0.0,0.0,0.0,16,3,0.19465135358045493,0,69,22107,2024-01-04 20:00:00,664.5223112200082,medium,33,5,5,18,28,1,2,3
773.3148094939584,0.0,1.0,0.0,15,3,0.8527245648962938,1,134,23824,2024-01-04 20:00:00,7120.546984032935,medium,688,174,195,520,520,28,68,147
51258.42408551984,0.0,1.0,0.0,17,3,1.0,1,126,115928,2024-01-04 20:00:00,53946.680865241506,medium,2760,426,419,1303,1992,126,218,311
8717.474668294675,0.0,0.0,0.0,13,3,0.7614472805256647,0,105,23999,2024-01-04 20:00:00,7068.525795966891,weak,605,67,68,273,406,8,35,53
2340.016451853252,0.0,0.0,0.0,2,3,0.4624070083365819,0,113,16534,2024-01-04 20:00:00,109.24230774301874,medium,7,1,1,4,6,0,0,0
7486.80172946851,0.0,0.0,0.0,0,3,0.7473975724977561,0,140,15189,2024-01-04 20:00:00,6353.5200747642275,strong,781,220,297,487,718,48,139,178
1889.9632667907324,10099.8454921242,2.0,0.6931471803599453,14,3,0.514150826342893,1,117,125574,2024-01-04 20:00:00,5777.101173459676,weak,247,75,27,72,114,9,20,32
5388.858531046396,0.0,0.0,0.0,3,3,0.13945582563332184,0,142,3751,2024-01-04 20:00:00,114.76827616176055,strong,6,1,2,3,5,0,0,0
47578.79505844193,0.0,0.0,0.0,8,3,0.7416716246812494,0,158,231951,2024-01-04 20:00:00,14426.099406845182,weak,607,84,155,296,511,27,33,46
44703.48406745147,0.0,1.0,0.0,16,3,0.3759988410755326,0,112,13922,2024-01-04 20:00:00,923.9574535118986,medium,49,8,13,22,33,1,4,4
491.30317101180185,0.0,1.0,0.0,19,3,0.4598976898570536,1,102,8660,2024-01-04 20:00:00,1647.5428225105456,strong,167,15,42,112,118,6,14,15
74509.11084797012,0.0,0.0,0.0,12,3,0.6981665644013308,0,168,20811,2024-01-04 20:00:00,6934.111400720332,medium,277,111,97,145,237,17,61,70
923.9574535118986,0.0,0.0,0.0,11,3,0.6676692667062062,1,2,27900,2024-01-05 20:00:00,5187.286752584703,weak,139,75,37,64,111,18,25,42
9321.213733592218,0.0,0.0,0.0,4,3,0.9478591172228877,0,14,26269,2024-01-05 20:00:00,4019.7021627845215,weak,137,22,18,44,74,3,6,10
1647.5428225105456,13819.345641467875,2.0,-1.000000082690371e-10,0,3,0.6419210805057387,1,19,110788,2024-01-05 20:00:00,35557.34590328982,strong,5342,1073,961,4600,5363,324,1210,1210
22111.61346144464,259.0453358814693,2.0,0.6931471803599453,14,3,0.4593671383395558,0,22,5821,2024-01-05 20:00:00,537.8720421439049,weak,28,7,2,8,14,0,1,5
53946.680865241506,0.0,1.0,0.0,1,3,0.9454241946572781,0,30,4010,2024-01-05 20:00:00,1538.0661273972214,medium,162,39,27,65,100,6,20,26
874.2364466271224,0.0,1.0,0.0,13,3,0.5713350427532672,1,16,86336,2024-01-05 20:00:00,27008.88042294969,weak,1887,303,463,811,1073,53,76,186
12248.486285261339,0.0,1.0,0.0,3,3,0.6281767632955413,0,55,25955,2024-01-05 20:00:00,4206.432857451274,strong,276,59,85,220,224,34,34,43
14426.099406845182,0.0,1.0,0.0,14,3,0.783644330798168,0,57,20111,2024-01-05 20:00:00,1200.4269804280527,weak,62,16,10,33,47,2,10,11
5452.0996549127085,0.0,0.0,0.0,4,3,0.7984204707526967,0,58,4323,2024-01-05 20:00:00,318.36239784567533,weak,11,1,1,4,7,0,0,0
1280.3341383067614,534.8340149995165,2.0,0.6931471803599453,5,3,1.0,1,59,210451,2024-01-05 20:00:00,5412.931965667046,medium,272,160,42,211,239,28,67,125
292.5662785893698,0.0,1.0,0.0,9,3,0.45971232187157396,1,60,42549,2024-01-05 20:00:00,5309.48587880798,weak,339,35,44,108,184,2,10,24
24335.29035121083,0.0,0.0,0.0,6,3,0.5689461241024505,1,68,143810,2024-01-05 20:00:00,39428.56653080746,medium,1614,993,330,651,1013,121,425,652
10702.017762541433,0.0,0.0,0.0,4,3,0.4129485118953163,1,80,65870,2024-01-05 20:00:00,13290.950153791158,weak,457,86,90,147,202,7,30,30
4503.386417347033,453.57711353656094,2.0,-1.000000082690371e-10,5,3,0.3188713077181965,0,112,13922,2024-01-05 20:00:00,788.7504343920233,medium,35,17,10,19,31,3,8,15
1403.2638995997781,0.0,0.0,0.0,2,3,0.6109886726167014,1,87,5163,2024-01-05 20:00:00,4604.63162082369,medium,293,49,98,180,234,21,29,44
1267.4697985573625,0.0,0.0,0.0,17,3,0.01,0,88,19349,2024-01-05 20:00:00,124.04723773972503,medium,6,0,1,2,4,0,0,0
255.22413773101974,194.51835136139505,2.0,-1.000000082690371e-10,11,3,0.77572743922366,1,102,8660,2024-01-05 20:00:00,1007.7265142692952,weak,25,11,2,9,16,1,3,5
975.2059280088057,0.0,1.0,0.0,10,3,0.6748170288968278,1,107,72608,2024-01-05 20:00:00,23046.30624652579,weak,999,171,87,251,552,24,36,77
6315.716319734873,23809.39430914967,2.0,0.6931471803599453,15,3,0.8469135775250936,0,126,115928,2024-01-05 20:00:00,2250.71719208462,medium,232,57,46,136,172,12,31,50
15271.854424295414,0.0,0.0,0.0,8,3,1.0,0,181,59508,2024-01-05 20:00:00,9673.581094784528,weak,456,52,122,251,266,10,20,41
23619.732802584087,0.0,1.0,0.0,6,3,0.6799998142493212,0,96,65701,2024-01-05 20:00:00,2129.428124586485,medium,122,52,31,70,103,16,28,50
3210.897081387123,0.0,0.0,0.0,18,3,0.8967769953954583,1,141,133199,2024-01-05 20:00:00,9806.320290523754,strong,517,95,196,321,411,59,62,70
48648.46308844096,0.0,1.0,0.0,18,3,0.8848320007987843,0,158,231951,2024-01-05 20:00:00,33796.541137782086,strong,1485,262,545,1260,1389,102,192,192
1501.0696687140908,0.0,1.0,0.0,15,3,0.9175227516243596,1,166,111640,2024-01-05 20:00:00,18278.024708159224,medium,1434,458,296,647,1104,60,303,345
15035.016778542324,0.0,1.0,0.0,4,3,0.8432443386449069,0,169,63166,2024-01-05 20:00:00,4813.158695259608,weak,119,30,15,47,73,6,11,23
1329.6210550393876,0.0,0.0,0.0,0,3,0.5730240964804437,1,183,22072,2024-01-05 20:00:00,7651.246032501903,strong,903,292,318,501,1052,142,202,208
531.582742183669,0.0,0.0,0.0,14,3,0.7939261904039911,1,138,265860,2024-01-05 20:00:00,66722.52939778962,weak,2826,1020,288,707,1404,150,416,673
6327.892246942164,281.43009969420785,2.0,0.6931471803599453,1,2,0.6062206692061821,0,30,4010,2024-01-06 16:00:00,29.487311336137807,medium,3,0,0,1,2,0,0,0
3572.1442001770542,0.0,0.0,0.0,10,2,0.6034488486755581,1,29,57570,2024-01-06 16:00:00,13718.014967486868,weak,678,118,111,365,500,24,71,105
917.7494858172773,0.0,0.0,0.0,18,2,1.0,1,27,16632,2024-01-06 16:00:00,1187.7290166193468,strong,65,10,26,40,63,3,7,12
2620.5020936971237,0.0,1.0,0.0,2,2,1.0,0,26,75760,2024-01-06 16:00:00,1640.8354537304535,medium,111,18,38,67,81,7,11,11
114.76827616176055,2417.2397598866914,2.0,0.6931471803599453,10,2,0.6104017589053009,1,3,88650,2024-01-06 16:00:00,18131.07648672895,weak,847,170,130,321,678,30,60,112
5960.095625091811,0.0,0.0,0.0,8,2,0.6455086297148439,0,20,199706,2024-01-06 16:00:00,2893.42612320415,weak,153,18,23,40,71,4,4,13
109.24230774301874,0.0,0.0,0.0,16,2,0.4334125957060628,1,23,28342,2024-01-06 16:00:00,1912.881041350113,medium,90,16,20,45,55,2,9,10
2023.242210687029,0.0,0.0,0.0,4,2,1.0,1,38,41602,2024-01-06 16:00:00,3914.266858848838,weak,102,25,27,53,56,3,11,23
28991.223947001297,0.0,0.0,0.0,0,2,0.6566704053663609,1,39,187607,2024-01-06 16:00:00,44267.57277358085,strong,6147,1476,2069,2916,5467,375,994,1569
23046.30624652579,0.0,0.0,0.0,18,2,0.9689601609108602,0,85,23367,2024-01-06 16:00:00,20495.033492631705,strong,1067,185,360,968,977,74,92,150
2741.076428585598,20134.037933369862,3.0,1.0986122883681095,9,2,0.9282531029274167,1,59,210451,2024-01-06 16:00:00,36591.30424639394,weak,1788,204,171,422,786,29,79,92
9673.581094784528,0.0,0.0,0.0,15,2,0.3938410344470155,0,48,21080,2024-01-06 16:00:00,2440.3523440880376,medium,172,58,34,72,147,16,40,40
59461.917255750435,16960.002768627375,2.0,0.6931471803599453,4,2,0.7495627433994556,0,93,122922,2024-01-06 16:00:00,19063.84484300121,weak,658,139,75,269,444,22,47,78
5674.30018123105,0.0,0.0,0.0,3,2,0.067770757019675,1,10,78782,2024-01-06 16:00:00,6381.584906453028,strong,362,71,158,287,311,26,69,72
49136.15906635235,8193.168223794311,2.0,0.6931471803599453,14,2,0.21013891404049734,0,163,187150,2024-01-06 16:00:00,4245.489826359262,weak,182,60,28,85,142,7,41,42
18278.024708159224,15021.05327787201,2.0,-1.000000082690371e-10,1,2,0.8372060040497991,1,41,53123,2024-01-06 16:00:00,109884.74754466432,medium,10549,2257,2438,5267,7432,374,1012,1732
1538.0661273972214,0.0,1.0,0.0,4,2,0.387056822577981,0,142,3751,2024-01-06 16:00:00,513.0782622847898,weak,18,3,4,13,13,0,1,2
287.0449707144702,0.0,1.0,0.0,16,2,0.4044698233752834,1,127,24031,2024-01-06 16:00:00,1641.8945193563272,medium,102,16,36,66,82,4,11,16
3882.9951485212923,0.0,1.0,0.0,12,2,1.0,1,113,16534,2024-01-06 16:00:00,4180.647979538593,medium,188,68,47,205,205,15,41,63
3472.249992716895,0.0,1.0,0.0,17,2,0.5128499354833335,0,115,8434,2024-01-06 16:00:00,604.4215093007418,medium,34,4,7,26,33,0,4,4
6381.619629116622,0.0,0.0,0.0,4,2,0.5419054156394331,0,99,16063,2024-01-06 16:00:00,1406.352753983111,weak,51,9,7,18,26,0,2,5
144202.16755615495,0.0,0.0,0.0,7,2,0.6973168786293885,0,195,17183,2024-01-06 16:00:00,2404.1190850887315,weak,97,31,16,45,63,6,20,22
47578.79505844193,0.0,0.0,0.0,8,2,0.6627347730995363,0,192,51263,2024-01-06 16:00:00,4620.501874451836,weak,199,32,18,62,112,2,9,15
54265.213053135274,467.34639254057583,2.0,0.6931471803599453,13,2,0.5355027472087746,0,107,72608,2024-01-06 16:00:00,31410.302015553854,weak,2740,310,747,1215,2261,73,124,221
2389.9902740395128,0.0,1.0,0.0,13,2,0.6323454634052037,0,186,9043,2024-01-06 16:00:00,532.0588748850402,weak,38,5,4,14,22,0,1,2
24335.29035121083,0.0,0.0,0.0,9,2,0.474073973588178,1,167,48540,2024-01-06 16:00:00,30921.845458375108,weak,1839,233,243,730,1120,53,102,156
25736.239192350968,18199.079879364952,3.0,0.6365141680948128,6,2,1.0,0,4,115387,2024-01-07 12:00:00,19558.781735834917,medium,958,517,223,428,701,93,238,380
4813.158695259608,5767.872620515526,2.0,0.6931471803599453,7,2,0.12800107959036164,0,40,85079,2024-01-07 12:00:00,1676.4536760235123,weak,62,23,10,24,36,5,6,11
7068.525795966891,63.88754616729307,2.0,0.6931471803599453,7,2,0.8070716258960309,0,7,7817,2024-01-07 12:00:00,1696.6594918201033,weak,69,20,8,42,50,9,9,18
9402.998650982445,976.5179104232566,3.0,0.6365141680948128,1,2,0.721867086652528,0,8,20635,2024-01-07 12:00:00,2119.617927124835,medium,204,43,67,90,143,10,14,41
788.7504343920233,0.0,0.0,0.0,11,2,0.09622272562677038,1,11,24082,2024-01-07 12:00:00,2697.07827082407,weak,82,36,13,42,69,8,17,26
4180.647979538593,0.0,1.0,0.0,3,2,0.6307700834483947,1,20,199706,2024-01-07 12:00:00,28983.950923256678,strong,1937,342,550,1409,1696,90,286,362
234.73808358139962,0.0,1.0,0.0,12,2,0.6841500143890735,1,37,23060,2024-01-07 12:00:00,13374.247258862015,medium,695,207,172,531,531,86,142,207
23046.30624652579,0.0,1.0,0.0,3,2,0.4671126668027577,1,10,78782,2024-01-07 12:00:00,27785.964879128813,strong,1628,414,925,1034,1277,188,285,424
4620.501874451836,0.0,1.0,0.0,13,2,0.5750995300168413,0,58,4323,2024-01-07 12:00:00,443.2723878840046,weak,38,4,5,16,17,0,2,2
6934.111400720332,0.0,0.0,0.0,9,2,0.4163944378512253,1,50,411814,2024-01-07 12:00:00,35248.870131713746,weak,1950,263,318,934,1315,38,70,215
16366.013599399912,0.0,0.0,0.0,6,2,0.5410903399434003,0,52,6365,2024-01-07 12:00:00,2915.406075316721,medium,122,59,23,66,96,14,32,41
7417.758711531349,0.0,1.0,0.0,2,2,0.8683744613692619,0,53,10599,2024-01-07 12:00:00,2580.415666296643,medium,195,24,37,77,157,5,9,17
1939.6878175911406,17476.066282354885,4.0,1.0397207705399178,14,2,0.6866463903585034,1,59,210451,2024-01-07 12:00:00,34942.44241671174,weak,1666,376,188,224,870,42,110,233
10750.308937105825,0.0,0.0,0.0,14,2,0.7642514852827981,0,71,32423,2024-01-07 12:00:00,1954.3522017915207,weak,79,25,16,32,48,2,9,21
6381.619629116622,0.0,1.0,0.0,15,2,0.817875357274936,0,48,21080,2024-01-07 12:00:00,6134.486666294924,medium,469,161,116,296,370,48,77,118
6888.113259629447,0.0,1.0,0.0,16,2,0.4409904193510524,0,72,8825,2024-01-07 12:00:00,708.7918875796075,medium,42,5,6,21,38,2,2,4
36528.21840950957,12436.122224507446,3.0,1.0986122883681095,15,2,0.5902867174501658,1,74,138485,2024-01-07 12:00:00,49145.94599177248,medium,4412,1123,891,2605,3214,110,561,699
239.7975515559549,0.0,1.0,0.0,8,2,0.2805900272823736,1,76,50618,2024-01-07 12:00:00,6136.909505869687,weak,282,39,43,119,177,7,11,22
40607.40532724056,0.0,0.0,0.0,14,2,1.0,0,100,99468,2024-01-07 12:00:00,3863.172493673739,weak,191,59,18,54,106,12,12,37
14408.725444580305,20433.929718969404,4.0,1.0397207705399178,15,2,1.0,1,126,115928,2024-01-07 12:00:00,16915.31719521624,medium,1334,431,287,559,1023,109,235,261
54950.7241243107,0.0,0.0,0.0,9,2,0.8473918897284426,0,104,93923,2024-01-07 12:00:00,12866.976201968493,weak,821,90,151,251,606,15,38,67
2467.791544187838,0.0,1.0,0.0,13,2,0.2956371460310224,1,105,23999,2024-01-07 12:00:00,2859.229031364336,weak,195,31,28,59,136,6,9,21
3297.404879708885,0.0,1.0,0.0,14,2,0.636301029665914,1,106,144081,2024-01-07 12:00:00,24386.261412661446,weak,1261,280,279,412,696,44,76,233
2893.42612320415,399.59871838059524,3.0,0.6365141680948128,16,2,0.07000787548752943,0,112,13922,2024-01-07 12:00:00,70.43215917998128,medium,3,0,0,1,2,0,0,0
16943.108304009576,2035.702835897787,2.0,0.6931471803599453,1,2,0.2406690170639243,0,113,16534,2024-01-07 12:00:00,928.8900912073838,medium,93,20,16,45,57,4,9,17
6381.584906453028,0.0,1.0,0.0,6,2,0.5899024896488209,0,147,2432,2024-01-07 12:00:00,2129.7565853751,medium,113,52,31,50,87,11,26,34
318.36239784567533,1766.4122784764234,2.0,0.6931471803599453,16,2,0.6845294929974483,1,169,63166,2024-01-07 12:00:00,3005.4061846015106,medium,195,27,57,80,137,3,23,23
1126.3533587332568,0.0,1.0,0.0,10,2,0.6757421969131404,1,168,20811,2024-01-07 12:00:00,2840.5312739337305,weak,104,23,30,37,63,3,11,15
36591.30424639394,3339.934987013775,2.0,0.6931471803599453,8,2,0.6367061808746849,0,171,118477,2024-01-07 12:00:00,12317.751606478992,weak,716,67,74,235,305,12,18,31
8693.470650630357,585.1881000397166,2.0,0.6931471803599453,10,2,0.7560930036927455,0,199,2514,2024-01-07 12:00:00,786.6403341900032,weak,38,5,4,10,19,0,0,2
2440.3523440880376,0.0,1.0,0.0,17,2,0.6743410063736587,1,153,26923,2024-01-07 12:00:00,3454.8822877009934,medium,218,19,60,139,187,2,15,23
3669.4205466675517,0.0,1.0,0.0,15,3,0.9251553762192631,0,25,31796,2024-01-08 18:00:00,2449.4618343715943,medium,244,59,94,103,208,57,57,57
928.8900912073838,0.0,1.0,0.0,14,3,0.34022315524313274,0,23,28342,2024-01-08 18:00:00,105.82356236428112,weak,3,1,0,1,1,0,0,0
1797.0128964306814,13045.262400026264,2.0,0.6931471803599453,2,3,0.9846457399331999,1,20,199706,2024-01-08 18:00:00,22018.9915380453,medium,1577,216,440,763,1429,43,92,228
1437.6937827320496,0.0,1.0,0.0,6,3,0.6868235983929195,1,5,43262,2024-01-08 18:00:00,6928.851376926959,medium,391,184,114,221,310,41,79,237
26097.5436326983,10702.189986337891,2.0,-1.000000082690371e-10,3,3,0.0531466421466888,0,10,78782,2024-01-08 18:00:00,3614.932582986728,strong,204,36,75,180,183,11,35,35
28991.223947001297,0.0,1.0,0.0,16,3,0.931201947801025,0,29,57570,2024-01-08 18:00:00,16436.68524145368,medium,900,171,192,511,744,35,110,153
136.96798634933592,16377.694280473208,4.0,0.6931471803599453,8,3,0.8343208914297734,1,4,115387,2024-01-08 18:00:00,25816.827482592977,weak,1057,152,171,508,976,45,91,91
33796.541137782086,0.0,1.0,0.0,4,3,0.7663943611654586,0,32,21334,2024-01-08 18:00:00,14356.981374967421,weak,482,79,42,110,206,7,15,32
12317.751606478992,5695.092884536118,2.0,0.6931471803599453,9,3,0.6090357984041603,0,42,50038,2024-01-08 18:00:00,3029.117890724826,weak,197,19,21,74,132,1,5,8
106653.70214247178,0.0,1.0,0.0,7,3,1.0,0,45,6102,2024-01-08 18:00:00,1810.298339970851,weak,62,22,7,20,34,1,7,14
827.7290740259334,0.0,1.0,0.0,3,3,0.3953977344398352,1,52,6365,2024-01-08 18:00:00,4748.768574450879,strong,313,54,95,220,255,26,26,66
7651.246032501903,0.0,1.0,0.0,14,3,0.9848763308182106,0,56,31015,2024-01-08 18:00:00,2767.6618034677876,weak,102,43,17,49,68,6,16,25
3218.113684937922,15631.825775431293,5.0,1.3321790398101223,1,3,1.0,1,59,210451,2024-01-08 18:00:00,63007.6216945553,medium,6824,1611,1545,4384,5211,405,531,1116
